Inconsistent Movie Records: 
The following [40] records are dropped because of violating constraints in the database
Star Details - ID:WiW30, Title:Buena Vista Social Club, Year:19yy, Director:Wenders.
Star Details - ID:ITo10, Title:Ikili Oyunlar, Year:1989, Director:Tozum.
Star Details - ID:CBa40, Title:It, Year:1927, Director:Badger.
Star Details - ID:PSv1, Title:Contraband Spain, Year:1955, Director:P.Saville.
Star Details - ID:HbR31, Title:Straight Talk, Year:1992, Director:H.Ross.
Star Details - ID:RFr25, Title:FX2, Year:1989, Director:R.Franklin.
Star Details - ID:AdL6, Title:Nine 1/2 Weeks, Year:1986, Director:Lyne.
Star Details - ID:JiC4, Title:Every Home Should Have One, Year:1970, Director:J.Clark.
Star Details - ID:BsK20, Title:The Love Nest, Year:1923, Director:B.Keaton.
Star Details - ID:GTh42, Title:Carry On Camping, Year:1968, Director:G.Thomas.
Star Details - ID:RZe1, Title:Used Cars, Year:1980, Director:Zemeckis.
Star Details - ID:Opa2, Title:An Ideal Husband, Year:1999, Director:O.Parker.
Star Details - ID:IdL5, Title:The Bigamist, Year:1953, Director:Lupino.
Star Details - ID:GeK10, Title:The Chinese Bungalow, Year:1939, Director:G.King.
Star Details - ID:Z9980, Title:The Hurricane, Year:1999, Director:UnYear99.
Star Details - ID:HHo3, Title:Beware, My Lovely, Year:1952, Director:Horner.
Star Details - ID:MR9, Title:Hud, Year:1963, Director:Ritt.
Star Details - ID:NKp30, Title:Adolph Gance and his Napoleon, Year:1986, Director:N.Kaplan.
Star Details - ID:PHt11, Title:Gold, Year:1974, Director:P.Hunt.
Star Details - ID:DnA10, Title:Silver Bullet, Year:1985, Director:Attias.
Star Details - ID:PUs3, Title:Private Angelo, Year:1949, Director:Ustinov.
Star Details - ID:S18, Title:Crime and Punishment, Year:1936, Director:Sternberg.
Star Details - ID:HDc60, Title:The Face of the Cat, Year:1958, Director:Decoin.
Star Details - ID:GSc2, Title:Doll's House, Year:1959, Director:Schaefer.
Star Details - ID:BrW8, Title:Pretty Baby, Year:1951, Director:Windust.
Star Details - ID:JoS5, Title:D.C. Cab, Year:1984, Director:Schumacher.
Star Details - ID:AK40, Title:The Private Life of Helen of Troy, Year:1927, Director:A.Korda.
Star Details - ID:HLa40, Title:Our Relations, Year:1936, Director:Lachman.
Star Details - ID:ILa38, Title:Trading Places, Year:1983, Director:Landis.
Star Details - ID:StK2, Title:Killer's Kiss, Year:1955, Director:Kubrick.
Star Details - ID:LMy3, Title:Together, Year:2001, Director:Morneau.
Star Details - ID:SS03, Title:Escape to Nowhere, Year:1962, Director:Spielberg.
Star Details - ID:FeL1, Title:Le ballet mechanique, Year:1924, Director:F.Leger.
Star Details - ID:JVK30, Title:The Second Woman, Year:1949, Director:Kern.
Star Details - ID:TyH10, Title:I-Omante, Year:1977, Director:Himena.
Star Details - ID:JuB101, Title:Conversation Over A Corpse, Year:1956, Director:Bricken.
Star Details - ID:PHa25, Title:Hugh Heffner: Once Upon A Time, Year:1992, Director:Haggard.
Star Details - ID:CR5, Title:Bank Holiday, Year:1938, Director:C.Reed.
Star Details - ID:SRo1, Title:Dead Weight, Year:1959, Director:Rosenberg.
Star Details - ID:WW81, Title:Ben Hur, Year:1959, Director:Wyler.
Star Details - ID:ELM31, Title:Race Street, Year:1948, Director:E.Marin.
Star Details - ID:FLd35, Title:Joey Boy, Year:1965, Director:Launder.
Star Details - ID:FNm30, Title:Queen High, Year:1930, Director:Newmeyer.
Star Details - ID:KLo56, Title:My Name is Joe, Year:1999, Director:Loach.
Star Details - ID:HNe17, Title:The Cannonball Run, Year:1981, Director:H.Needham.
Star Details - ID:ECn3, Title:Her First Beau, Year:1916, Director:Cline.
Star Details - ID:DHa3, Title:Mr.~Imperium, Year:1947, Director:Hartman.
Star Details - ID:KuF9, Title:Backerei Zurrer, Year:1958, Director:Fruh.
Star Details - ID:FFC9, Title:One from the Heart, Year:1982, Director:Coppola.
Star Details - ID:LFa10, Title:Cronica de un Nino Solo, Year:1964, Director:Favio.
Star Details - ID:Z9693, Title:Bed of Roses, Year:1996, Director:UnYear96.
Star Details - ID:IgR15, Title:Three Husbands, Year:1950, Director:Reis.
Star Details - ID:GrB10, Title:Alien Nation, Year:1988, Director:G.Baker.
Star Details - ID:ACj125, Title:The Big Kick, Year:1962, Director:Crosland~jr.
Star Details - ID:EG18, Title:The Old Maid, Year:1939, Director:E.Goulding.
Star Details - ID:RS28, Title:G.I. Jane, Year:1997, Director:R.Scott.
Star Details - ID:JGE10, Title:Joyous Troublemakers, Year:1920, Director:G Edwards.
Star Details - ID:MLR6, Title:Big City Blues, Year:1932, Director:M.LeRoy.
Star Details - ID:IBe4, Title:Casbah, Year:1948, Director:Berry.
Star Details - ID:DiK10, Title:Hangup, Year:1999, Director:D.Keaton.
Star Details - ID:BsK23, Title:The Navigator, Year:1924, Director:B.Keaton.
Star Details - ID:MPa7, Title:Manon des Sources, Year:1952, Director:Pagnol.
Star Details - ID:HaB9, Title:Zero Hour!, Year:1957, Director:Bartlett.
Star Details - ID:VF17, Title:Lord Jim, Year:1925, Director:V.Fleming.
Star Details - ID:ECn109, Title:Tee for Two, Year:1925, Director:Cline.
Star Details - ID:JTh10, Title:The Venetian Affair, Year:1967, Director:J.Thorpe.
Star Details - ID:THu30, Title:Sylvester, Year:1991, Director:T.Hunter.
Star Details - ID:WA12, Title:Broadway Danny Rose, Year:1984, Director:Woody~Allen.
Star Details - ID:NLl114, Title:The Jar, Year:1964, Director:N.LLoyd.
Star Details - ID:GNe9, Title:Enigma, Year:1982, Director:Gary~Nelson.
Star Details - ID:MVe10, Title:Love Etc., Year:1999, Director:Vernoux.
Star Details - ID:C115, Title:Angels with Dirty Faces, Year:1938, Director:Curtiz.
Star Details - ID:MFr40, Title:Lost and Found, Year:1979, Director:Frank.
Star Details - ID:HNe20, Title:Stroker Ace, Year:1983, Director:H.Needham.
Star Details - ID:GCt50, Title:Three Men in a Boat, Year:1933, Director:Cutts.
Star Details - ID:IrC86, Title:Sweet Rosie O'Grady, Year:1943, Director:I.Cummings.
Star Details - ID:DL13, Title:Lawrence of Arabia, Year:1962, Director:Lean.
Star Details - ID:JNs111, Title:Bull in a China Shop, Year:1958, Director:Neilson.
Star Details - ID:BnS10, Title:Reality Bites, Year:1994, Director:B.Stiller.
Star Details - ID:GFj10, Title:I Married a Monster From Outer Space, Year:1958, Director:Fowler.
Star Details - ID:NLB12, Title:Nurse Betty, Year:2000, Director:LaBute.
Star Details - ID:RoS90, Title:Mary Poppins, Year:1964, Director:Stevenson.
Star Details - ID:RBu20, Title:Up the Creek, Year:1984, Director:R.Butler.
Star Details - ID:ELM2, Title:The Death Kiss, Year:1932, Director:E.Marin.
Star Details - ID:PhK42, Title:The Silencers, Year:1966, Director:Karlson.
Star Details - ID:JrP10, Title:Don't Raise the Bridge - Lower the River, Year:1968, Director:Paris.
Star Details - ID:FSc27, Title:Mr.~Baseball, Year:1992, Director:Schepisi.
Star Details - ID:GTh23, Title:Twice Round the Daffodils, Year:1962, Director:G.Thomas.
Star Details - ID:ChC3, Title:Painted Boats, Year:1945, Director:Ch.Crichton.
Star Details - ID:PaH122, Title:Cop for a Day, Year:1961, Director:Henreid.
Star Details - ID:RuC13, Title:Sprung, Year:1997, Director:Cundieff.
Star Details - ID:EBz46, Title:The Getaway, Year:1946, Director:Buzzell.
Star Details - ID:JZu10, Title:Ghost, Year:1990, Director:J.Zucker.
Star Details - ID:ANe10, Title:Voyage of Terror, Year:1992, Director:Negrin.
Star Details - ID:Amp6, Title:Police Academy 7, Year:1994, Director:Metter.
Star Details - ID:MiT7, Title:The Hunchback of Notre Dame, Year:1981, Director:Tuchner.
Star Details - ID:LMa28, Title:Alamo Bay, Year:1987, Director:Malle.
Star Details - ID:HHS8, Title:Odd Man Out, Year:1914, Director:Schomburgk.
Star Details - ID:FrW10, Title:Titicut Follies, Year:1967, Director:Wiseman.
Star Details - ID:DDo20, Title:Happy Birthday, Torke!, Year:1991, Director:Dorrie.
Star Details - ID:FrR20, Title:Carmen, Year:1984, Director:Rosi.
Star Details - ID:MSe15, Title:Fatty and Mabel at the San Diego Exposition, Year:1915, Director:Mack~Sennett.
Star Details - ID:ISt36, Title:Marooned, Year:1969, Director:J.Sturges.
Star Details - ID:JBC12, Title:A Foot in Hell, Year:1960, Director:J.B.Clark.
Star Details - ID:RLo11, Title:The Missionary, Year:1982, Director:Loncraine.
Star Details - ID:WAS130, Title:A Touch of Venus, Year:1948, Director:Seiter.
Star Details - ID:WiG10, Title:Change of Habit, Year:1969, Director:Graham.
Star Details - ID:TRs18, Title:Hamlet, Year:1969, Director:T.Richardson.
Star Details - ID:TSm1, Title:8 Heads in a Duffel Bag, Year:1997, Director:Schulman.
Star Details - ID:RBe2, Title:The Late Show, Year:1977, Director:Benton.
Star Details - ID:RS11, Title:Someone To Watch Over Me, Year:1987, Director:R.Scott.
Star Details - ID:BrW100, Title:The Avon Emeralds, Year:1959, Director:Windust.
Star Details - ID:MLR30, Title:Without Reservations, Year:1946, Director:M.LeRoy.
Star Details - ID:JEp20, Title:Mor Vran, Year:1930, Director:J.Epstein.
Star Details - ID:BtB15, Title:My Best Friend's Girl, Year:1983, Director:Bt.Blier.
Star Details - ID:JCw63, Title:Sarasota, Year:1937, Director:Conway.
Star Details - ID:JLT24, Title:Before Winter Comes, Year:1968, Director:LeeThompson.
Star Details - ID:ECa55, Title:Ramona, Year:1928, Director:Carewe.
Star Details - ID:HBH30, Title:Sun Valley Serenade, Year:1941, Director:Humberstone.
Star Details - ID:PnM11, Title:Year of the Comet, Year:1992, Director:P.Marshall.
Star Details - ID:KBr3, Title:Dead Again, Year:1991, Director:Branagh.
Star Details - ID:CGl107, Title:Michel Strogoff, Year:1959, Director:Gallone.
Star Details - ID:BDH10, Title:The Tenth Man, Year:1936, Director:Hurst.
Star Details - ID:SS32, Title:The Lost World: Jurrasic Park, Year:1997, Director:Spielberg.
Star Details - ID:YYa78, Title:Gakko, Year:1993, Director:Yamada.
Star Details - ID:SK10, Title:Ship of Fools, Year:1965, Director:St.Kramer.
Star Details - ID:VNu10, Title:Ruby in Paradise, Year:1993, Director:Nunez.
Star Details - ID:ClC20, Title:Les Biches, Year:1968, Director:Chabrol.
Star Details - ID:PVh16, Title:Robocop, Year:1988, Director:P.Verhoeven.
Star Details - ID:FiC1, Title:Patterns of Power, Year:1956, Director:F.Cook.
Star Details - ID:WiD10, Title:Timerider: The Adventure of Lyle Swann, Year:1983, Director:Dear.
Star Details - ID:JCw68, Title:Boom Town, Year:1940, Director:Conway.
Star Details - ID:RbR10, Title:When Harry Met Sally, Year:1989, Director:R.Reiner.
Star Details - ID:MdO111, Title:O Dia do Desespero, Year:1992, Director:deOliveira.
Star Details - ID:PLy10, Title:Prom Night, Year:1980, Director:P.Lynch.
Star Details - ID:IF98, Title:My Darling Clementine, Year:1946, Director:J.Ford.
Star Details - ID:JoD26, Title:The 'Burbs, Year:1989, Director:Dante.
Star Details - ID:RBe19, Title:Twilight, Year:1998, Director:Benton.
Star Details - ID:AnW10, Title:Split: William to Chrysis, Year:1992, Director:Weeks.
Star Details - ID:FZ20, Title:Julia, Year:1977, Director:Zinneman.
Star Details - ID:TTz20, Title:Son of Sinbad, Year:1955, Director:Tetzlaff.
Star Details - ID:PaH1, Title:For Men Only, Year:1951, Director:Henreid.
Star Details - ID:FOz25, Title:In and Out, Year:1997, Director:Oz.
Star Details - ID:MBa32, Title:We're Going to be Rich, Year:1938, Director:Banks.
Star Details - ID:AdL25, Title:Unfaithful, Year:2002, Director:Lyne.
Star Details - ID:PaH123, Title:The Old Pro, Year:1961, Director:Henreid.
Star Details - ID:GOw15, Title:Screaming Mimi, Year:1958, Director:G.Oswald.
Star Details - ID:BaD13, Title:The Blue Lamp, Year:1950, Director:B.Dearden.
Star Details - ID:WKH14, Title:The Valiant, Year:1929, Director:W.K.Howard.
Star Details - ID:QMa12, Title:The Stud, Year:1982, Director:Masters.
Star Details - ID:GSc10, Title:Elizabeth the Queen, Year:1968, Director:Schaefer.
Star Details - ID:GuB10, Title:Maciste in Hell, Year:1926, Director:Brignone.
Star Details - ID:SCo10, Title:The Disappearance, Year:1977, Director:S.Cooper.
Star Details - ID:SL9, Title:The Hill, Year:1965, Director:Lumet.
Star Details - ID:BW30, Title:Buddy Buddy, Year:1981, Director:B.Wilder.
Star Details - ID:FBr60, Title:Zombies of the Stratosphere, Year:1952, Director:Brannon.
Star Details - ID:RSt108, Title:The Perfect Murder, Year:1956, Director:R.Stevens.
Star Details - ID:PSv3, Title:Oedipus the King, Year:1968, Director:P.Saville.
Star Details - ID:JqF30, Title:Le Grand Jeu, Year:1934, Director:Feyder.
Star Details - ID:SaT8, Title:Girl Shy, Year:1924, Director:Sam~Taylor.
Star Details - ID:JCn6, Title:The Great Gatsby, Year:1974, Director:Clayton.
Star Details - ID:CEa4, Title:The Gauntlet, Year:1977, Director:Eastwood.
Star Details - ID:Z0427, Title:Let's Make Love, Year:1960, Director:Unknown4.
Star Details - ID:VrM47, Title:Old Bones of the River, Year:1938, Director:Mr.Varnel.
Star Details - ID:EGU21, Title:The Strange Woman, Year:1946, Director:Ulmer.
Star Details - ID:RiF33, Title:Soylent Green, Year:1973, Director:R.Fleischer.
Star Details - ID:SiA10, Title:The Minotaur, Year:1960, Director:Amadio.
Star Details - ID:SZi10, Title:Broken Vessels, Year:1999, Director:Ziehl.
Star Details - ID:ToA10, Title:Eadward Muybridge, Zoopraxograher, Year:1974, Director:Andersen.
Star Details - ID:StD1, Title:On the Town, Year:1949, Director:Donen.
Star Details - ID:NR4, Title:Born to Be Bad, Year:1950, Director:N.Ray.
Star Details - ID:DeD55, Title:Never Let Me Go, Year:1952, Director:Daves.
Star Details - ID:AnM25, Title:The Glenn Miller Story, Year:1954, Director:Ant.Mann.
Star Details - ID:DaM7, Title:The Last Angry Man, Year:1959, Director:Dan.Mann.
Star Details - ID:FRK10, Title:Buffy the Vampire Slayer, Year:1992, Director:Kuzui.
Star Details - ID:BVi10, Title:The Wise Sex, Year:1931, Director:Viertel.
Star Details - ID:AgH5, Title:Angry Harvest, Year:1989, Director:A.Holland.
Star Details - ID:StD4, Title:Royal Wedding, Year:1951, Director:Donen.
Star Details - ID:RoV10, Title:Barbarella, Year:1968, Director:Vadim.
Star Details - ID:IyT10, Title:Blue Express, Year:1929, Director:Trauberg.
Star Details - ID:NiP10, Title:The Wrong Trousers, Year:1993, Director:Park.
Star Details - ID:TG22, Title:Cheers for Miss Bishop, Year:1941, Director:Garnett.
Star Details - ID:MRc10, Title:Union City, Year:1980, Director:Reichert.
Star Details - ID:GoH53, Title:Murders in the Rue Morgue, Year:1971, Director:Hessler.
Star Details - ID:CaR35, Title:Fatal Instinct, Year:1993, Director:C.Reiner.
Star Details - ID:WKl41, Title:The French, Year:1985, Director:Klein.
Star Details - ID:EvS7, Title:The Wedding March, Year:1927, Director:vonStroheim.
Star Details - ID:WWn170, Title:The Last Musketeer, Year:1952, Director:Witney.
Star Details - ID:TGA6, Title:Death of a Bureaucrat, Year:1967, Director:Alea.
Star Details - ID:TGi5, Title:Brazil, Year:1985, Director:Gilliam.
Star Details - ID:AsL10, Title:Golden Rendezvous, Year:1977, Director:A.Lazarus.
Star Details - ID:NLl109, Title:I, Spy, Year:1961, Director:N.LLoyd.
Star Details - ID:xdH10, Title:The Loves of Don Juan, Year:1950, Director:deHeredia.
Star Details - ID:HoZ18, Title:Unfaithfully Yours, Year:1983, Director:Zieff.
Star Details - ID:NoB10, Title:Private School, Year:1983, Director:N.Black.
Star Details - ID:GC23, Title:Two-Faced Woman, Year:1942, Director:Cukor.
Star Details - ID:FrC1, Title:A Thousand Clowns, Year:1965, Director:F.Coe.
Star Details - ID:ICa5, Title:Halloween, Year:1978, Director:Carpenter.
Star Details - ID:IvY10, Title:The Blob, Year:1958, Director:Yeaworthy.
Star Details - ID:ChV15, Title:A Song To Remember, Year:1944, Director:Ch.Vidor.
Star Details - ID:InB2, Title:It Rains on Our Love, Year:1946, Director:I.Bergman.
Star Details - ID:GC9, Title:Rockabye, Year:1932, Director:Cukor.
Star Details - ID:EBz15, Title:Cross Country Cruise, Year:1934, Director:Buzzell.
Star Details - ID:MAp29, Title:Gorky Park, Year:1983, Director:Apted.
Star Details - ID:RWa90, Title:Sinbad the Sailor, Year:1946, Director:Ri.Wallace.
Star Details - ID:RDL11, Title:Juggernaut, Year:1974, Director:R.Lester.
Star Details - ID:SGB110, Title:Brave Warrior, Year:1952, Director:Bennet.
Star Details - ID:ILt10, Title:Geri's Game, Year:1992, Director:Lasseter.
Star Details - ID:RJe1, Title:La Lectrice, Year:1989, Director:Jean.
Star Details - ID:RMu7, Title:The Spiral Road, Year:1962, Director:Mulligan.
Star Details - ID:DoH10, Title:Beau Geste, Year:1966, Director:Heyes.
Star Details - ID:RtY10, Title:Vampire Circus, Year:1972, Director:Rbt.Young.
Star Details - ID:MPo10, Title:Western, Year:1998, Director:M.
Star Details - ID:TWh25, Title:The Divorce of Lady X, Year:1937, Director:Whelan.
Star Details - ID:GdS2, Title:Riso Amaro, Year:1949, Director:DeSantis.
Star Details - ID:GxR03, Title:Comrade X, Year:1940, Director:G.Reinhardt.
Star Details - ID:DMa1, Title:House of Games, Year:1987, Director:Mamet.
Star Details - ID:InB13, Title:The Naked Night, Year:1953, Director:I.Bergman.
Star Details - ID:EDm20, Title:Captive Wild Woman, Year:1943, Director:Dmytryk.
Star Details - ID:SLa3, Title:King of Burlesque, Year:1935, Director:Lanfield.
Star Details - ID:AkK27, Title:Kagemusha, Year:1981, Director:Kurosawa.
Star Details - ID:RaK10, Title:Big Top Pee-Wee, Year:1987, Director:Kleiser.
Star Details - ID:Z3520, Title:The House on the Square, Year:1935, Director:UnYear35.
Star Details - ID:SS10, Title:E.T., Year:1983, Director:Spielberg.
Star Details - ID:HeB12, Title:Ironweed, Year:1986, Director:Babenco.
Star Details - ID:KRu28, Title:Women and Men, Stories of Seduction, Year:1989, Director:K.Russell.
Star Details - ID:PS2, Title:Christmas in July, Year:1940, Director:P.Sturges.
Star Details - ID:ClS22, Title:Les choses de la vie, Year:1969, Director:Sautet.
Star Details - ID:FiC13, Title:This Is The West That Was, Year:1974, Director:F.Cook.
Star Details - ID:EMo10, Title:Girls for the Summer, Year:1960, Director:Molinaro.
Star Details - ID:BLe6, Title:Rain Man, Year:1988, Director:B.Levinson.
Star Details - ID:IBt11, Title:The Guinea Pig, Year:1949, Director:J.Boulting.
Star Details - ID:ERr40, Title:Pauline at the Beach, Year:1983, Director:Rohmer.
Star Details - ID:OuS20, Title:Guelwaar, Year:1992, Director:Sembene.
Star Details - ID:RBx10, Title:Man Bites Dog, Year:1992, Director:R.Belvaux.
Star Details - ID:W73, Title:A Star is Born, Year:1937, Director:Wellman.
Star Details - ID:SJF22, Title:The Entity, Year:1982, Director:Furie.
Star Details - ID:PaB10, Title:Grease 2, Year:1982, Director:Birch.
Star Details - ID:RdR37, Title:Taxi!, Year:1932, Director:delRuth.
Star Details - ID:JLo18, Title:Accident, Year:1967, Director:Losey.
